sentence_number,sentence,word,cloze_prob
2181,The soldier wasn't sure if the bomb was still,live,0.23
2181,The soldier wasn't sure if the bomb was still,armed,0.06
2181,The soldier wasn't sure if the bomb was still,ticking,0.04
2181,The soldier wasn't sure if the bomb was still,there,0.04
2181,The soldier wasn't sure if the bomb was still,viable,0.02
2181,The soldier wasn't sure if the bomb was still,alive,0.02
2181,The soldier wasn't sure if the bomb was still,programmed,0.01
2181,The soldier wasn't sure if the bomb was still,sealed,0.01
2181,The soldier wasn't sure if the bomb was still,hot,0.01
2181,The soldier wasn't sure if the bomb was still,near,0.01
2181,The soldier wasn't sure if the bomb was still,set,0.01
2181,The soldier wasn't sure if the bomb was still,detonating,0.01
2181,The soldier wasn't sure if the bomb was still,alarmed,0.01
2182,The large pothole in the rode made the driver,swerve,0.59
2182,The large pothole in the rode made the driver,nervous,0.1
2182,The large pothole in the rode made the driver,mad,0.03
2182,The large pothole in the rode made the driver,cautious,0.03
2182,The large pothole in the rode made the driver,scared,0.03
2182,The large pothole in the rode made the driver,crash,0.03
2182,The large pothole in the rode made the driver,curse,0.02
2182,The large pothole in the rode made the driver,jump,0.02
2182,The large pothole in the rode made the driver,wary,0.02
2182,The large pothole in the rode made the driver,turn,0.01
2182,The large pothole in the rode made the driver,uncomfortable,0.01
2182,The large pothole in the rode made the driver,slow,0.01
2182,The large pothole in the rode made the driver,concerned,0.01
2182,The large pothole in the rode made the driver,skip,0.01
2182,The large pothole in the rode made the driver,bounce,0.01
2182,The large pothole in the rode made the driver,verve,0.01
2182,The large pothole in the rode made the driver,cringe,0.01
2182,The large pothole in the rode made the driver,angry,0.01
2182,The large pothole in the rode made the driver,frustrated,0.01
2182,The large pothole in the rode made the driver,fall,0.01
2182,The large pothole in the rode made the driver,frightened,0.01
2182,The large pothole in the rode made the driver,worry,0.01
2182,The large pothole in the rode made the driver,swear,0.01
2182,The large pothole in the rode made the driver,veer,0.01
2183,All the ladies think the principal is a real,jerk,0.22
2183,All the ladies think the principal is a real,hunk,0.12
2183,All the ladies think the principal is a real,catch,0.08
2183,All the ladies think the principal is a real,hottie,0.06
2183,All the ladies think the principal is a real,looker,0.05
2183,All the ladies think the principal is a real,winner,0.04
2183,All the ladies think the principal is a real,charmer,0.03
2183,All the ladies think the principal is a real,douche,0.03
2183,All the ladies think the principal is a real,gentleman,0.03
2183,All the ladies think the principal is a real,sweetie,0.02
2183,All the ladies think the principal is a real,ass,0.02
2183,All the ladies think the principal is a real,dick,0.02
2183,All the ladies think the principal is a real,leader,0.02
2183,All the ladies think the principal is a real,asshole,0.02
2183,All the ladies think the principal is a real,fox,0.02
2183,All the ladies think the principal is a real,cute,0.02
2183,All the ladies think the principal is a real,babe,0.02
2183,All the ladies think the principal is a real,person,0.02
2183,All the ladies think the principal is a real,nice,0.01
2183,All the ladies think the principal is a real,dreamy,0.01
2183,All the ladies think the principal is a real,man,0.01
2183,All the ladies think the principal is a real,gem,0.01
2183,All the ladies think the principal is a real,asset,0.01
2183,All the ladies think the principal is a real,problem,0.01
2183,All the ladies think the principal is a real,cool,0.01
2183,All the ladies think the principal is a real,cad,0.01
2183,All the ladies think the principal is a real,plum,0.01
2183,All the ladies think the principal is a real,cutie,0.01
2183,All the ladies think the principal is a real,drag,0.01
2183,All the ladies think the principal is a real,fool,0.01
2183,All the ladies think the principal is a real,sweetheart,0.01
2183,All the ladies think the principal is a real,stud,0.01
2183,All the ladies think the principal is a real,pain,0.01
2183,All the ladies think the principal is a real,dick face,0.01
2183,All the ladies think the principal is a real,dolt,0.01
2184,The teacher yelled at Max for calling Cooper a,jerk,0.12
2184,The teacher yelled at Max for calling Cooper a,name,0.12
2184,The teacher yelled at Max for calling Cooper a,dummy,0.08
2184,The teacher yelled at Max for calling Cooper a,baby,0.07
2184,The teacher yelled at Max for calling Cooper a,nerd,0.06
2184,The teacher yelled at Max for calling Cooper a,pig,0.05
2184,The teacher yelled at Max for calling Cooper a,dunce,0.03
2184,The teacher yelled at Max for calling Cooper a,liar,0.03
2184,The teacher yelled at Max for calling Cooper a,idiot,0.03
2184,The teacher yelled at Max for calling Cooper a,punk,0.03
2184,The teacher yelled at Max for calling Cooper a,sissy,0.03
2184,The teacher yelled at Max for calling Cooper a,loser,0.02
2184,The teacher yelled at Max for calling Cooper a,butthead,0.02
2184,The teacher yelled at Max for calling Cooper a,fool,0.02
2184,The teacher yelled at Max for calling Cooper a,moron,0.02
2184,The teacher yelled at Max for calling Cooper a,brat,0.02
2184,The teacher yelled at Max for calling Cooper a,bunghole,0.01
2184,The teacher yelled at Max for calling Cooper a,dork,0.01
2184,The teacher yelled at Max for calling Cooper a,dodo,0.01
2184,The teacher yelled at Max for calling Cooper a,jew,0.01
2184,The teacher yelled at Max for calling Cooper a,queer,0.01
2184,The teacher yelled at Max for calling Cooper a,dick,0.01
2184,The teacher yelled at Max for calling Cooper a,freak,0.01
2184,The teacher yelled at Max for calling Cooper a,weenie,0.01
2184,The teacher yelled at Max for calling Cooper a,creep,0.01
2184,The teacher yelled at Max for calling Cooper a,meany,0.01
2184,The teacher yelled at Max for calling Cooper a,coward,0.01
2184,The teacher yelled at Max for calling Cooper a,fag,0.01
2184,The teacher yelled at Max for calling Cooper a,wuss,0.01
2184,The teacher yelled at Max for calling Cooper a,bug,0.01
2184,The teacher yelled at Max for calling Cooper a,girl,0.01
2184,The teacher yelled at Max for calling Cooper a,clown,0.01
2184,The teacher yelled at Max for calling Cooper a,retard,0.01
2184,The teacher yelled at Max for calling Cooper a,booty,0.01
2184,The teacher yelled at Max for calling Cooper a,tattletale,0.01
2184,The teacher yelled at Max for calling Cooper a,troll,0.01
2184,The teacher yelled at Max for calling Cooper a,dweeb,0.01
2184,The teacher yelled at Max for calling Cooper a,dolt,0.01
2184,The teacher yelled at Max for calling Cooper a,douche,0.01
2184,The teacher yelled at Max for calling Cooper a,snitch,0.01
2184,The teacher yelled at Max for calling Cooper a,weiner,0.01
2184,The teacher yelled at Max for calling Cooper a,pussy,0.01
2184,The teacher yelled at Max for calling Cooper a,bastard,0.01
2185,Observers cried when they heared the mourning,song,0.12
2185,Observers cried when they heared the mourning,widow,0.09
2185,Observers cried when they heared the mourning,bell,0.08
2185,Observers cried when they heared the mourning,family,0.08
2185,Observers cried when they heared the mourning,mother,0.07
2185,Observers cried when they heared the mourning,wail,0.06
2185,Observers cried when they heared the mourning,woman,0.06
2185,Observers cried when they heared the mourning,news,0.05
2185,Observers cried when they heared the mourning,call,0.04
2185,Observers cried when they heared the mourning,dove,0.04
2185,Observers cried when they heared the mourning,cries,0.03
2185,Observers cried when they heared the mourning,parents,0.03
2185,Observers cried when they heared the mourning,children,0.03
2185,Observers cried when they heared the mourning,wife,0.03
2185,Observers cried when they heared the mourning,crowd,0.02
2185,Observers cried when they heared the mourning,hymn,0.01
2185,Observers cried when they heared the mourning,thunder,0.01
2185,Observers cried when they heared the mourning,ceremony,0.01
2185,Observers cried when they heared the mourning,noise,0.01
2185,Observers cried when they heared the mourning,gorilla,0.01
2185,Observers cried when they heared the mourning,speech,0.01
2185,Observers cried when they heared the mourning,dirge,0.01
2185,Observers cried when they heared the mourning,crying,0.01
2185,Observers cried when they heared the mourning,taps,0.01
2185,Observers cried when they heared the mourning,girl,0.01
2185,Observers cried when they heared the mourning,bird,0.01
2185,Observers cried when they heared the mourning,father,0.01
2185,Observers cried when they heared the mourning,prayer,0.01
2185,Observers cried when they heared the mourning,kid,0.01
2185,Observers cried when they heared the mourning,man,0.01
2185,Observers cried when they heared the mourning,cry,0.01
2185,Observers cried when they heared the mourning,bagpipes,0.01
2185,Observers cried when they heared the mourning,birds,0.01
2185,Observers cried when they heared the mourning,parishoners,0.01
2185,Observers cried when they heared the mourning,group,0.01
2185,Observers cried when they heared the mourning,songs,0.01
2186,The employee always forgot to wear her,badge,0.33
2186,The employee always forgot to wear her,uniform,0.15
2186,The employee always forgot to wear her,nametag,0.12
2186,The employee always forgot to wear her,hat,0.05
2186,The employee always forgot to wear her,hairnet,0.04
2186,The employee always forgot to wear her,tag,0.04
2186,The employee always forgot to wear her,glasses,0.03
2186,The employee always forgot to wear her,watch,0.03
2186,The employee always forgot to wear her,smock,0.02
2186,The employee always forgot to wear her,apron,0.02
2186,The employee always forgot to wear her,id,0.02
2186,The employee always forgot to wear her,name tag,0.02
2186,The employee always forgot to wear her,bracelet,0.01
2186,The employee always forgot to wear her,tie,0.01
2186,The employee always forgot to wear her,suit,0.01
2186,The employee always forgot to wear her,hardhat,0.01
2186,The employee always forgot to wear her,jacket,0.01
2186,The employee always forgot to wear her,goggles,0.01
2186,The employee always forgot to wear her,over coat,0.01
2186,The employee always forgot to wear her,makeup,0.01
2186,The employee always forgot to wear her,ring,0.01
2186,The employee always forgot to wear her,bra,0.01
2186,The employee always forgot to wear her,deodorant,0.01
2186,The employee always forgot to wear her,sweater,0.01
2186,The employee always forgot to wear her,identification,0.01
2186,The employee always forgot to wear her,earmuffs,0.01
2187,The starving boy never got to eat his,dinner,0.23
2187,The starving boy never got to eat his,meal,0.21
2187,The starving boy never got to eat his,food,0.17
2187,The starving boy never got to eat his,lunch,0.07
2187,The starving boy never got to eat his,bread,0.07
2187,The starving boy never got to eat his,breakfast,0.06
2187,The starving boy never got to eat his,dessert,0.06
2187,The starving boy never got to eat his,sandwich,0.04
2187,The starving boy never got to eat his,soup,0.02
2187,The starving boy never got to eat his,toast,0.01
2187,The starving boy never got to eat his,corn,0.01
2187,The starving boy never got to eat his,rice,0.01
2187,The starving boy never got to eat his,cereal,0.01
2187,The starving boy never got to eat his,meat,0.01
2187,The starving boy never got to eat his,spinach,0.01
2187,The starving boy never got to eat his,cake,0.01
2187,The starving boy never got to eat his,fill,0.01
2188,The tourists got lost because they couldn't follow the,map,0.56
2188,The tourists got lost because they couldn't follow the,directions,0.28
2188,The tourists got lost because they couldn't follow the,signs,0.08
2188,The tourists got lost because they couldn't follow the,trail,0.03
2188,The tourists got lost because they couldn't follow the,guide,0.03
2188,The tourists got lost because they couldn't follow the,path,0.02
2188,The tourists got lost because they couldn't follow the,maze,0.01
2189,Jay had surgery to repair a hole in his,heart,0.55
2189,Jay had surgery to repair a hole in his,hand,0.06
2189,Jay had surgery to repair a hole in his,stomach,0.05
2189,Jay had surgery to repair a hole in his,lung,0.04
2189,Jay had surgery to repair a hole in his,aorta,0.04
2189,Jay had surgery to repair a hole in his,head,0.04
2189,Jay had surgery to repair a hole in his,leg,0.03
2189,Jay had surgery to repair a hole in his,foot,0.03
2189,Jay had surgery to repair a hole in his,arm,0.02
2189,Jay had surgery to repair a hole in his,tooth,0.02
2189,Jay had surgery to repair a hole in his,throat,0.02
2189,Jay had surgery to repair a hole in his,knee,0.02
2189,Jay had surgery to repair a hole in his,colon,0.02
2189,Jay had surgery to repair a hole in his,skull,0.01
2189,Jay had surgery to repair a hole in his,septum,0.01
2189,Jay had surgery to repair a hole in his,belly,0.01
2189,Jay had surgery to repair a hole in his,artery,0.01
2189,Jay had surgery to repair a hole in his,abdomen,0.01
2189,Jay had surgery to repair a hole in his,cheek,0.01
2189,Jay had surgery to repair a hole in his,jaw,0.01
2189,Jay had surgery to repair a hole in his,sinus,0.01
2190,The old barge could be seen moving through the,water,0.41
2190,The old barge could be seen moving through the,river,0.22
2190,The old barge could be seen moving through the,canal,0.11
2190,The old barge could be seen moving through the,ocean,0.05
2190,The old barge could be seen moving through the,harbor,0.02
2190,The old barge could be seen moving through the,dam,0.02
2190,The old barge could be seen moving through the,lock,0.02
2190,The old barge could be seen moving through the,sea,0.02
2190,The old barge could be seen moving through the,sound,0.02
2190,The old barge could be seen moving through the,fog,0.01
2190,The old barge could be seen moving through the,lake,0.01
2190,The old barge could be seen moving through the,forest,0.01
2190,The old barge could be seen moving through the,port,0.01
2190,The old barge could be seen moving through the,line,0.01
2190,The old barge could be seen moving through the,air,0.01
2190,The old barge could be seen moving through the,field,0.01
2190,The old barge could be seen moving through the,windows,0.01
2190,The old barge could be seen moving through the,tunnel,0.01
2190,The old barge could be seen moving through the,night,0.01
2190,The old barge could be seen moving through the,mist,0.01
2190,The old barge could be seen moving through the,straits,0.01
2191,The lawyer shredded the contract after it was declared,void,0.49
2191,The lawyer shredded the contract after it was declared,invalid,0.24
2191,The lawyer shredded the contract after it was declared,null,0.13
2191,The lawyer shredded the contract after it was declared,unlawful,0.02
2191,The lawyer shredded the contract after it was declared,nullified,0.02
2191,The lawyer shredded the contract after it was declared,unfit,0.01
2191,The lawyer shredded the contract after it was declared,inadequate,0.01
2191,The lawyer shredded the contract after it was declared,illegal,0.01
2191,The lawyer shredded the contract after it was declared,over,0.01
2191,The lawyer shredded the contract after it was declared,wrong,0.01
2191,The lawyer shredded the contract after it was declared,useless,0.01
2191,The lawyer shredded the contract after it was declared,null and void,0.01
2191,The lawyer shredded the contract after it was declared,bankrupt,0.01
2191,The lawyer shredded the contract after it was declared,done,0.01
2191,The lawyer shredded the contract after it was declared,illegitimate,0.01
2192,The woman wasn't sure when the baby was,due,0.53
2192,The woman wasn't sure when the baby was,born,0.2
2192,The woman wasn't sure when the baby was,hungry,0.09
2192,The woman wasn't sure when the baby was,sleeping,0.04
2192,The woman wasn't sure when the baby was,awake,0.03
2192,The woman wasn't sure when the baby was,conceived,0.02
2192,The woman wasn't sure when the baby was,alive,0.01
2192,The woman wasn't sure when the baby was,healthy,0.01
2192,The woman wasn't sure when the baby was,bed,0.01
2192,The woman wasn't sure when the baby was,crying,0.01
2192,The woman wasn't sure when the baby was,coming,0.01
2192,The woman wasn't sure when the baby was,happy,0.01
2192,The woman wasn't sure when the baby was,arriving,0.01
2192,The woman wasn't sure when the baby was,asleep,0.01
2192,The woman wasn't sure when the baby was,dead,0.01
2192,The woman wasn't sure when the baby was,gone,0.01
2193,During this season the adult deer usually,mate,0.56
2193,During this season the adult deer usually,hide,0.1
2193,During this season the adult deer usually,molt,0.04
2193,During this season the adult deer usually,rut,0.04
2193,During this season the adult deer usually,roam,0.03
2193,During this season the adult deer usually,mates,0.03
2193,During this season the adult deer usually,run,0.03
2193,During this season the adult deer usually,hid,0.03
2193,During this season the adult deer usually,sleep,0.02
2193,During this season the adult deer usually,scavenges,0.01
2193,During this season the adult deer usually,scatter,0.01
2193,During this season the adult deer usually,hunts,0.01
2193,During this season the adult deer usually,breed,0.01
2193,During this season the adult deer usually,appear,0.01
2193,During this season the adult deer usually,binge,0.01
2193,During this season the adult deer usually,forage,0.01
2193,During this season the adult deer usually,comes out,0.01
2193,During this season the adult deer usually,migrate,0.01
2193,During this season the adult deer usually,hibernate,0.01
2193,During this season the adult deer usually,feed,0.01
2193,During this season the adult deer usually,pranced,0.01
2193,During this season the adult deer usually,died,0.01
2193,During this season the adult deer usually,retreats,0.01
2194,The child was very excited to get a pet,dog,0.2
2194,The child was very excited to get a pet,hamster,0.14
2194,The child was very excited to get a pet,rabbit,0.14
2194,The child was very excited to get a pet,cat,0.1
2194,The child was very excited to get a pet,turtle,0.09
2194,The child was very excited to get a pet,bunny,0.05
2194,The child was very excited to get a pet,snake,0.05
2194,The child was very excited to get a pet,fish,0.05
2194,The child was very excited to get a pet,iguana,0.04
2194,The child was very excited to get a pet,rat,0.02
2194,The child was very excited to get a pet,monkey,0.02
2194,The child was very excited to get a pet,deer,0.01
2194,The child was very excited to get a pet,parakeet,0.01
2194,The child was very excited to get a pet,puppy,0.01
2194,The child was very excited to get a pet,rock,0.01
2194,The child was very excited to get a pet,ferret,0.01
2194,The child was very excited to get a pet,bird,0.01
2194,The child was very excited to get a pet,lizard,0.01
2194,The child was very excited to get a pet,gerbil,0.01
2194,The child was very excited to get a pet,chameleon,0.01
2194,The child was very excited to get a pet,frog,0.01
2194,The child was very excited to get a pet,kitten,0.01
2195,The rock band celebrated after their first,concert,0.36
2195,The rock band celebrated after their first,gig,0.28
2195,The rock band celebrated after their first,album,0.1
2195,The rock band celebrated after their first,show,0.09
2195,The rock band celebrated after their first,hit,0.06
2195,The rock band celebrated after their first,tour,0.05
2195,The rock band celebrated after their first,performance,0.02
2195,The rock band celebrated after their first,record,0.02
2195,The rock band celebrated after their first,anniversary,0.01
2195,The rock band celebrated after their first,recording,0.01
2195,The rock band celebrated after their first,job,0.01
2195,The rock band celebrated after their first,single,0.01
2196,To tend to the wound he applied a gauze,bandage,0.51
2196,To tend to the wound he applied a gauze,pad,0.15
2196,To tend to the wound he applied a gauze,wrap,0.07
2196,To tend to the wound he applied a gauze,patch,0.05
2196,To tend to the wound he applied a gauze,strip,0.05
2196,To tend to the wound he applied a gauze,tightly,0.04
2196,To tend to the wound he applied a gauze,carefully,0.02
2196,To tend to the wound he applied a gauze,dressing,0.02
2196,To tend to the wound he applied a gauze,gently,0.01
2196,To tend to the wound he applied a gauze,liberally,0.01
2196,To tend to the wound he applied a gauze,wrapping,0.01
2196,To tend to the wound he applied a gauze,on top,0.01
2196,To tend to the wound he applied a gauze,quickly,0.01
2196,To tend to the wound he applied a gauze,securely,0.01
2196,To tend to the wound he applied a gauze,tape,0.01
2196,To tend to the wound he applied a gauze,material,0.01
2196,To tend to the wound he applied a gauze,layer,0.01
2196,To tend to the wound he applied a gauze,bandaid,0.01
2197,Karen lost lots of money after losing a foolish,bet,0.97
2197,Karen lost lots of money after losing a foolish,wager,0.01
2197,Karen lost lots of money after losing a foolish,gamble,0.01
2197,Karen lost lots of money after losing a foolish,investment,0.01
2198,The generous boy always racked up a large,debt,0.31
2198,The generous boy always racked up a large,bill,0.26
2198,The generous boy always racked up a large,tab,0.15
2198,The generous boy always racked up a large,following,0.04
2198,The generous boy always racked up a large,donation,0.02
2198,The generous boy always racked up a large,collection,0.02
2198,The generous boy always racked up a large,audience,0.02
2198,The generous boy always racked up a large,amount,0.02
2198,The generous boy always racked up a large,fortune,0.01
2198,The generous boy always racked up a large,charge,0.01
2198,The generous boy always racked up a large,pot,0.01
2198,The generous boy always racked up a large,sum,0.01
2198,The generous boy always racked up a large,list,0.01
2198,The generous boy always racked up a large,score,0.01
2198,The generous boy always racked up a large,balance,0.01
2198,The generous boy always racked up a large,bonus,0.01
2198,The generous boy always racked up a large,crowd,0.01
2198,The generous boy always racked up a large,number,0.01
2198,The generous boy always racked up a large,wound,0.01
2198,The generous boy always racked up a large,reward,0.01
2198,The generous boy always racked up a large,stash,0.01
2198,The generous boy always racked up a large,prize,0.01
2198,The generous boy always racked up a large,tip,0.01
2198,The generous boy always racked up a large,amount of things to donate to charity,0.01
2198,The generous boy always racked up a large,favor,0.01
2199,The elite country club was luxurious and,expensive,0.26
2199,The elite country club was luxurious and,posh,0.12
2199,The elite country club was luxurious and,exclusive,0.11
2199,The elite country club was luxurious and,elegant,0.04
2199,The elite country club was luxurious and,spacious,0.04
2199,The elite country club was luxurious and,fancy,0.03
2199,The elite country club was luxurious and,opulent,0.03
2199,The elite country club was luxurious and,comfortable,0.02
2199,The elite country club was luxurious and,nice,0.02
2199,The elite country club was luxurious and,plush,0.02
2199,The elite country club was luxurious and,beautiful,0.02
2199,The elite country club was luxurious and,private,0.02
2199,The elite country club was luxurious and,rich,0.02
2199,The elite country club was luxurious and,pricey,0.02
2199,The elite country club was luxurious and,extravagent,0.02
2199,The elite country club was luxurious and,wealthy,0.01
2199,The elite country club was luxurious and,old,0.01
2199,The elite country club was luxurious and,snobby,0.01
2199,The elite country club was luxurious and,stylish,0.01
2199,The elite country club was luxurious and,isolating,0.01
2199,The elite country club was luxurious and,exotic,0.01
2199,The elite country club was luxurious and,swanky,0.01
2199,The elite country club was luxurious and,secluded,0.01
2199,The elite country club was luxurious and,vast,0.01
2199,The elite country club was luxurious and,elite,0.01
2199,The elite country club was luxurious and,pompous,0.01
2199,The elite country club was luxurious and,grand,0.01
2199,The elite country club was luxurious and,priceless,0.01
2199,The elite country club was luxurious and,cool,0.01
2199,The elite country club was luxurious and,packed,0.01
2199,The elite country club was luxurious and,unique,0.01
2199,The elite country club was luxurious and,swank,0.01
2199,The elite country club was luxurious and,ornate,0.01
2199,The elite country club was luxurious and,upscale,0.01
2199,The elite country club was luxurious and,glamorous,0.01
2199,The elite country club was luxurious and,gorgeous,0.01
2199,The elite country club was luxurious and,classy,0.01
2199,The elite country club was luxurious and,fun,0.01
2199,The elite country club was luxurious and,big,0.01
2200,Jerry wanted to weave yarn so he needed a,loom,0.56
2200,Jerry wanted to weave yarn so he needed a,needle,0.16
2200,Jerry wanted to weave yarn so he needed a,hook,0.04
2200,Jerry wanted to weave yarn so he needed a,spool,0.02
2200,Jerry wanted to weave yarn so he needed a,pattern,0.02
2200,Jerry wanted to weave yarn so he needed a,pin,0.02
2200,Jerry wanted to weave yarn so he needed a,teacher,0.01
2200,Jerry wanted to weave yarn so he needed a,spindle,0.01
2200,Jerry wanted to weave yarn so he needed a,spinningwheel,0.01
2200,Jerry wanted to weave yarn so he needed a,table,0.01
2200,Jerry wanted to weave yarn so he needed a,spinner,0.01
2200,Jerry wanted to weave yarn so he needed a,string,0.01
2200,Jerry wanted to weave yarn so he needed a,stick,0.01
2200,Jerry wanted to weave yarn so he needed a,topic,0.01
2200,Jerry wanted to weave yarn so he needed a,ball,0.01
2200,Jerry wanted to weave yarn so he needed a,scane,0.01
2200,Jerry wanted to weave yarn so he needed a,sheep,0.01
2200,Jerry wanted to weave yarn so he needed a,hand,0.01
2200,Jerry wanted to weave yarn so he needed a,threader,0.01
2200,Jerry wanted to weave yarn so he needed a,reason,0.01
2200,Jerry wanted to weave yarn so he needed a,machine,0.01
2200,Jerry wanted to weave yarn so he needed a,rope,0.01
2200,Jerry wanted to weave yarn so he needed a,tool,0.01
2200,Jerry wanted to weave yarn so he needed a,wheel,0.01
2200,Jerry wanted to weave yarn so he needed a,winder,0.01
2201,The two young brothers' least favorite drink was,milk,0.38
2201,The two young brothers' least favorite drink was,water,0.11
2201,The two young brothers' least favorite drink was,tea,0.09
2201,The two young brothers' least favorite drink was,coffee,0.09
2201,The two young brothers' least favorite drink was,lemonade,0.06
2201,The two young brothers' least favorite drink was,juice,0.05
2201,The two young brothers' least favorite drink was,beer,0.04
2201,The two young brothers' least favorite drink was,pop,0.02
2201,The two young brothers' least favorite drink was,soda,0.02
2201,The two young brothers' least favorite drink was,coke,0.02
2201,The two young brothers' least favorite drink was,eggnog,0.01
2201,The two young brothers' least favorite drink was,cranberry juice,0.01
2201,The two young brothers' least favorite drink was,scotch,0.01
2201,The two young brothers' least favorite drink was,rum,0.01
2201,The two young brothers' least favorite drink was,wine,0.01
2201,The two young brothers' least favorite drink was,pepsi,0.01
2201,The two young brothers' least favorite drink was,milk shake,0.01
2201,The two young brothers' least favorite drink was,applejuice,0.01
2201,The two young brothers' least favorite drink was,cider,0.01
2201,The two young brothers' least favorite drink was,castor oil,0.01
2201,The two young brothers' least favorite drink was,sarsparilla,0.01
2201,The two young brothers' least favorite drink was,whiskey,0.01
2201,The two young brothers' least favorite drink was,ale,0.01
2201,The two young brothers' least favorite drink was,orange juice,0.01
2202,The scuba divers really enjoyed exploring the,reef,0.32
2202,The scuba divers really enjoyed exploring the,ocean,0.27
2202,The scuba divers really enjoyed exploring the,cave,0.12
2202,The scuba divers really enjoyed exploring the,sea,0.1
2202,The scuba divers really enjoyed exploring the,depths,0.05
2202,The scuba divers really enjoyed exploring the,water,0.04
2202,The scuba divers really enjoyed exploring the,shipwreck,0.03
2202,The scuba divers really enjoyed exploring the,cove,0.02
2202,The scuba divers really enjoyed exploring the,coral,0.02
2202,The scuba divers really enjoyed exploring the,deep,0.01
2202,The scuba divers really enjoyed exploring the,bottom,0.01
2202,The scuba divers really enjoyed exploring the,bay,0.01
2202,The scuba divers really enjoyed exploring the,coast,0.01
2203,She said her grandmothers words were words to,remember,0.41
2203,She said her grandmothers words were words to,live by,0.08
2203,She said her grandmothers words were words to,heed,0.07
2203,She said her grandmothers words were words to,cherish,0.07
2203,She said her grandmothers words were words to,treasure,0.03
2203,She said her grandmothers words were words to,ignore,0.03
2203,She said her grandmothers words were words to,follow,0.03
2203,She said her grandmothers words were words to,hear,0.03
2203,She said her grandmothers words were words to,help,0.02
2203,She said her grandmothers words were words to,harsh,0.02
2203,She said her grandmothers words were words to,her,0.02
2203,She said her grandmothers words were words to,admire,0.02
2203,She said her grandmothers words were words to,consider,0.02
2203,She said her grandmothers words were words to,ponder,0.01
2203,She said her grandmothers words were words to,soft,0.01
2203,She said her grandmothers words were words to,persevere,0.01
2203,She said her grandmothers words were words to,hurt,0.01
2203,She said her grandmothers words were words to,mind,0.01
2203,She said her grandmothers words were words to,apply,0.01
2203,She said her grandmothers words were words to,believe,0.01
2203,She said her grandmothers words were words to,strong,0.01
2203,She said her grandmothers words were words to,inhale,0.01
2203,She said her grandmothers words were words to,listen,0.01
2203,She said her grandmothers words were words to,forget,0.01
2203,She said her grandmothers words were words to,inspire,0.01
2203,She said her grandmothers words were words to,obey,0.01
2203,She said her grandmothers words were words to,kind,0.01
2203,She said her grandmothers words were words to,love,0.01
2203,She said her grandmothers words were words to,hurtful,0.01
2203,She said her grandmothers words were words to,true,0.01
2204,The wolves approached the campsite in a,pack,0.5
2204,The wolves approached the campsite in a,hurry,0.17
2204,The wolves approached the campsite in a,frenzy,0.05
2204,The wolves approached the campsite in a,circle,0.05
2204,The wolves approached the campsite in a,rush,0.04
2204,The wolves approached the campsite in a,crouch,0.02
2204,The wolves approached the campsite in a,rage,0.02
2204,The wolves approached the campsite in a,park,0.02
2204,The wolves approached the campsite in a,line,0.02
2204,The wolves approached the campsite in a,forest,0.01
2204,The wolves approached the campsite in a,hunger,0.01
2204,The wolves approached the campsite in a,pincher,0.01
2204,The wolves approached the campsite in a,group,0.01
2204,The wolves approached the campsite in a,snap,0.01
2204,The wolves approached the campsite in a,minute,0.01
2204,The wolves approached the campsite in a,creep,0.01
2204,The wolves approached the campsite in a,quite manner,0.01
2204,The wolves approached the campsite in a,woods,0.01
2204,The wolves approached the campsite in a,slouch,0.01
2204,The wolves approached the campsite in a,fire,0.01
2204,The wolves approached the campsite in a,cautious manner,0.01
2205,The captivated children watched the steam engine,move,0.19
2205,The captivated children watched the steam engine,chug,0.13
2205,The captivated children watched the steam engine,run,0.11
2205,The captivated children watched the steam engine,start,0.07
2205,The captivated children watched the steam engine,pass,0.07
2205,The captivated children watched the steam engine,roll,0.06
2205,The captivated children watched the steam engine,go,0.05
2205,The captivated children watched the steam engine,puff,0.05
2205,The captivated children watched the steam engine,work,0.04
2205,The captivated children watched the steam engine,blow,0.03
2205,The captivated children watched the steam engine,roar,0.03
2205,The captivated children watched the steam engine,approach,0.02
2205,The captivated children watched the steam engine,leave,0.02
2205,The captivated children watched the steam engine,rumble,0.01
2205,The captivated children watched the steam engine,left,0.01
2205,The captivated children watched the steam engine,travel,0.01
2205,The captivated children watched the steam engine,arrive,0.01
2205,The captivated children watched the steam engine,smoke,0.01
2205,The captivated children watched the steam engine,operate,0.01
2205,The captivated children watched the steam engine,churn,0.01
2205,The captivated children watched the steam engine,drive,0.01
2205,The captivated children watched the steam engine,whistle,0.01
2205,The captivated children watched the steam engine,smoking,0.01
2205,The captivated children watched the steam engine,start to move,0.01
2205,The captivated children watched the steam engine,explode,0.01
2205,The captivated children watched the steam engine,barrel,0.01
2205,The captivated children watched the steam engine,sail,0.01
2205,The captivated children watched the steam engine,billow,0.01
2206,The designer didn't think the model's pants matched the,shirt,0.38
2206,The designer didn't think the model's pants matched the,top,0.25
2206,The designer didn't think the model's pants matched the,blouse,0.12
2206,The designer didn't think the model's pants matched the,shoes,0.05
2206,The designer didn't think the model's pants matched the,theme,0.03
2206,The designer didn't think the model's pants matched the,outfit,0.02
2206,The designer didn't think the model's pants matched the,suit,0.02
2206,The designer didn't think the model's pants matched the,jacket,0.02
2206,The designer didn't think the model's pants matched the,scenery,0.01
