analysis_dataset_id,analysis_unit_id,human_rate,cv_fold,model_probability,human_rank,model_rank,model,group_type
rnx_eonly,Eonly::21,0.425,0,0.00011819567766883674,55.5,38.0,No linking structure,within_condition
rnx_eonly,Eonly::22,0.6,1,6.858411686611906e-06,39.5,56.0,No linking structure,within_condition
rnx_eonly,Eonly::23,0.8,2,0.0004276102237260412,19.0,27.0,No linking structure,within_condition
rnx_eonly,Eonly::24,0.325,3,0.002438580181029948,59.0,13.0,No linking structure,within_condition
rnx_eonly,Eonly::25,0.85,4,7.491063552629675e-06,12.0,54.0,No linking structure,within_condition
rnx_eonly,Eonly::26,0.95,5,0.0008941541776150868,1.5,22.0,No linking structure,within_condition
rnx_eonly,Eonly::27,0.475,6,5.38156350909048e-05,51.5,41.0,No linking structure,within_condition
rnx_eonly,Eonly::28,0.875,7,0.00031302628167678725,8.5,32.0,No linking structure,within_condition
rnx_eonly,Eonly::29,0.475,8,0.082098797048581,51.5,0.0,No linking structure,within_condition
rnx_eonly,Eonly::30,0.6,9,1.7344692491308286e-05,39.5,48.0,No linking structure,within_condition
rnx_eonly,Eonly::31,0.725,0,0.0038422487067530766,26.5,8.0,No linking structure,within_condition
rnx_eonly,Eonly::32,0.925,1,0.0014221196031359966,3.5,17.0,No linking structure,within_condition
rnx_eonly,Eonly::33,1.0,2,0.00237278553812013,0.0,14.0,No linking structure,within_condition
rnx_eonly,Eonly::34,0.575,3,0.0008951818833075643,42.5,21.0,No linking structure,within_condition
rnx_eonly,Eonly::35,0.6,4,4.688541296558146e-05,39.5,43.0,No linking structure,within_condition
rnx_eonly,Eonly::36,0.725,5,0.0003134232730950735,26.5,31.0,No linking structure,within_condition
rnx_eonly,Eonly::37,0.625,6,0.00318886030337028,35.5,11.0,No linking structure,within_condition
rnx_eonly,Eonly::38,0.825,7,8.700852367567005e-05,15.5,40.0,No linking structure,within_condition
rnx_eonly,Eonly::39,0.775,8,0.00011892927340931739,21.0,37.0,No linking structure,within_condition
rnx_eonly,Eonly::40,0.9,9,8.407983490489261e-06,5.5,53.0,No linking structure,within_condition
rnx_eonly,Eonly::41,0.675,0,8.809225297163905e-06,31.0,52.0,No linking structure,within_condition
rnx_eonly,Eonly::42,0.375,1,0.0014585824406100289,58.0,16.0,No linking structure,within_condition
rnx_eonly,Eonly::43,0.925,2,0.012886237446089457,3.5,4.0,No linking structure,within_condition
rnx_eonly,Eonly::44,0.875,3,0.0037432038967926233,8.5,10.0,No linking structure,within_condition
rnx_eonly,Eonly::45,0.475,4,0.00014612571524911638,51.5,36.0,No linking structure,within_condition
rnx_eonly,Eonly::46,0.475,5,0.00077262397346913,51.5,24.0,No linking structure,within_condition
rnx_eonly,Eonly::47,0.9,6,0.0028625310562331724,5.5,12.0,No linking structure,within_condition
rnx_eonly,Eonly::48,0.725,7,0.006000168357590573,26.5,6.0,No linking structure,within_condition
rnx_eonly,Eonly::49,0.75,8,4.6803802346961715e-06,22.5,57.0,No linking structure,within_condition
rnx_eonly,Eonly::50,0.55,9,0.00010449200927516023,44.5,39.0,No linking structure,within_condition
rnx_eonly,Eonly::51,0.8,0,0.00015653903973746535,19.0,35.0,No linking structure,within_condition
rnx_eonly,Eonly::52,0.825,1,1.4415805839061682e-05,15.5,50.0,No linking structure,within_condition
rnx_eonly,Eonly::53,0.4,2,2.9795607956680372e-05,57.0,46.0,No linking structure,within_condition
rnx_eonly,Eonly::54,0.675,3,4.081668446232401e-07,31.0,58.0,No linking structure,within_condition
rnx_eonly,Eonly::55,0.6,4,0.0005028816439036451,39.5,26.0,No linking structure,within_condition
rnx_eonly,Eonly::56,0.725,5,0.005727312021368908,26.5,7.0,No linking structure,within_condition
rnx_eonly,Eonly::57,0.475,6,0.0008219356444992829,51.5,23.0,No linking structure,within_condition
rnx_eonly,Eonly::58,0.825,7,0.05290778995448027,15.5,2.0,No linking structure,within_condition
rnx_eonly,Eonly::59,0.825,8,0.00037377155875422454,15.5,29.0,No linking structure,within_condition
rnx_eonly,Eonly::60,0.675,9,0.0007289081825043085,31.0,25.0,No linking structure,within_condition
rnx_eonly,Eonly::01,0.625,0,0.004,35.5,45.0,Set Top-K,within_condition
rnx_eonly,Eonly::02,0.5,1,0.016,47.0,31.5,Set Top-K,within_condition
rnx_eonly,Eonly::03,0.625,2,0.04,35.5,25.0,Set Top-K,within_condition
rnx_eonly,Eonly::04,0.725,3,0.462,26.5,9.0,Set Top-K,within_condition
rnx_eonly,Eonly::05,0.575,4,0.018,42.5,30.0,Set Top-K,within_condition
rnx_eonly,Eonly::06,0.725,5,0.888,26.5,2.0,Set Top-K,within_condition
rnx_eonly,Eonly::07,0.65,6,0.09,33.0,19.0,Set Top-K,within_condition
rnx_eonly,Eonly::08,0.5,7,0.572,47.0,8.0,Set Top-K,within_condition
rnx_eonly,Eonly::09,0.95,8,0.058,1.5,22.0,Set Top-K,within_condition
rnx_eonly,Eonly::10,0.425,9,0.012,55.5,34.5,Set Top-K,within_condition
rnx_eonly,Eonly::11,0.55,0,0.0,44.5,54.5,Set Top-K,within_condition
rnx_eonly,Eonly::12,0.85,1,0.012,12.0,34.5,Set Top-K,within_condition
rnx_eonly,Eonly::13,0.875,2,0.582,8.5,7.0,Set Top-K,within_condition
rnx_eonly,Eonly::14,0.475,3,0.006,51.5,42.0,Set Top-K,within_condition
rnx_eonly,Eonly::15,0.85,4,0.024,12.0,28.0,Set Top-K,within_condition
rnx_eonly,Eonly::16,0.625,5,0.0,35.5,54.5,Set Top-K,within_condition
rnx_eonly,Eonly::17,0.8,6,0.002,19.0,47.5,Set Top-K,within_condition
rnx_eonly,Eonly::18,0.75,7,0.01,22.5,36.5,Set Top-K,within_condition
rnx_eonly,Eonly::19,0.875,8,0.746,8.5,4.0,Set Top-K,within_condition
rnx_eonly,Eonly::20,0.5,9,0.0,47.0,54.5,Set Top-K,within_condition
rnx_eonly,Eonly::21,0.425,0,0.028,55.5,27.0,Set Top-K,within_condition
rnx_eonly,Eonly::22,0.6,1,0.006,39.5,42.0,Set Top-K,within_condition
rnx_eonly,Eonly::23,0.8,2,0.022,19.0,29.0,Set Top-K,within_condition
rnx_eonly,Eonly::24,0.325,3,0.014,59.0,33.0,Set Top-K,within_condition
rnx_eonly,Eonly::25,0.85,4,0.002,12.0,47.5,Set Top-K,within_condition
rnx_eonly,Eonly::26,0.95,5,0.036,1.5,26.0,Set Top-K,within_condition
rnx_eonly,Eonly::27,0.475,6,0.0,51.5,54.5,Set Top-K,within_condition
rnx_eonly,Eonly::28,0.875,7,0.444,8.5,10.0,Set Top-K,within_condition
rnx_eonly,Eonly::29,0.475,8,1.0,51.5,0.5,Set Top-K,within_condition
rnx_eonly,Eonly::30,0.6,9,0.002,39.5,47.5,Set Top-K,within_condition
rnx_eonly,Eonly::31,0.725,0,0.048,26.5,24.0,Set Top-K,within_condition
rnx_eonly,Eonly::32,0.925,1,0.144,3.5,15.0,Set Top-K,within_condition
rnx_eonly,Eonly::33,1.0,2,0.132,0.0,16.0,Set Top-K,within_condition
rnx_eonly,Eonly::34,0.575,3,0.07,42.5,20.0,Set Top-K,within_condition
rnx_eonly,Eonly::35,0.6,4,0.0,39.5,54.5,Set Top-K,within_condition
rnx_eonly,Eonly::36,0.725,5,0.006,26.5,42.0,Set Top-K,within_condition
rnx_eonly,Eonly::37,0.625,6,0.208,35.5,13.0,Set Top-K,within_condition
rnx_eonly,Eonly::38,0.825,7,0.12,15.5,17.0,Set Top-K,within_condition
rnx_eonly,Eonly::39,0.775,8,0.324,21.0,12.0,Set Top-K,within_condition
rnx_eonly,Eonly::40,0.9,9,0.0,5.5,54.5,Set Top-K,within_condition
rnx_eonly,Eonly::41,0.675,0,0.01,31.0,36.5,Set Top-K,within_condition
rnx_eonly,Eonly::42,0.375,1,0.346,58.0,11.0,Set Top-K,within_condition
rnx_eonly,Eonly::43,0.925,2,0.856,3.5,3.0,Set Top-K,within_condition
rnx_eonly,Eonly::44,0.875,3,0.006,8.5,42.0,Set Top-K,within_condition
rnx_eonly,Eonly::45,0.475,4,0.006,51.5,42.0,Set Top-K,within_condition
rnx_eonly,Eonly::46,0.475,5,0.008,51.5,38.5,Set Top-K,within_condition
rnx_eonly,Eonly::47,0.9,6,0.732,5.5,5.0,Set Top-K,within_condition
rnx_eonly,Eonly::48,0.725,7,0.586,26.5,6.0,Set Top-K,within_condition
rnx_eonly,Eonly::49,0.75,8,0.0,22.5,54.5,Set Top-K,within_condition
rnx_eonly,Eonly::50,0.55,9,0.002,44.5,47.5,Set Top-K,within_condition
rnx_eonly,Eonly::51,0.8,0,0.096,19.0,18.0,Set Top-K,within_condition
rnx_eonly,Eonly::52,0.825,1,0.016,15.5,31.5,Set Top-K,within_condition
rnx_eonly,Eonly::53,0.4,2,0.0,57.0,54.5,Set Top-K,within_condition
rnx_eonly,Eonly::54,0.675,3,0.0,31.0,54.5,Set Top-K,within_condition
rnx_eonly,Eonly::55,0.6,4,0.0,39.5,54.5,Set Top-K,within_condition
rnx_eonly,Eonly::56,0.725,5,0.05,26.5,23.0,Set Top-K,within_condition
rnx_eonly,Eonly::57,0.475,6,0.196,51.5,14.0,Set Top-K,within_condition
rnx_eonly,Eonly::58,0.825,7,1.0,15.5,0.5,Set Top-K,within_condition
rnx_eonly,Eonly::59,0.825,8,0.062,15.5,21.0,Set Top-K,within_condition
rnx_eonly,Eonly::60,0.675,9,0.008,31.0,38.5,Set Top-K,within_condition
rnx_eonly,Eonly::01,0.625,0,0.002,35.5,50.5,Set Top-p,within_condition
rnx_eonly,Eonly::02,0.5,1,0.312,47.0,13.0,Set Top-p,within_condition
rnx_eonly,Eonly::03,0.625,2,0.494,35.5,11.0,Set Top-p,within_condition
rnx_eonly,Eonly::04,0.725,3,0.368,26.5,12.0,Set Top-p,within_condition
rnx_eonly,Eonly::05,0.575,4,0.018,42.5,37.0,Set Top-p,within_condition
rnx_eonly,Eonly::06,0.725,5,0.962,26.5,3.0,Set Top-p,within_condition
rnx_eonly,Eonly::07,0.65,6,0.048,33.0,28.0,Set Top-p,within_condition
rnx_eonly,Eonly::08,0.5,7,0.936,47.0,5.0,Set Top-p,within_condition
rnx_eonly,Eonly::09,0.95,8,0.0,1.5,56.0,Set Top-p,within_condition
rnx_eonly,Eonly::10,0.425,9,0.056,55.5,27.0,Set Top-p,within_condition
rnx_eonly,Eonly::11,0.55,0,0.0,44.5,56.0,Set Top-p,within_condition
rnx_eonly,Eonly::12,0.85,1,0.002,12.0,50.5,Set Top-p,within_condition
rnx_eonly,Eonly::13,0.875,2,0.944,8.5,4.0,Set Top-p,within_condition
rnx_eonly,Eonly::14,0.475,3,0.006,51.5,45.0,Set Top-p,within_condition
rnx_eonly,Eonly::15,0.85,4,0.032,12.0,31.0,Set Top-p,within_condition
rnx_eonly,Eonly::16,0.625,5,0.002,35.5,50.5,Set Top-p,within_condition
rnx_eonly,Eonly::17,0.8,6,0.002,19.0,50.5,Set Top-p,within_condition
rnx_eonly,Eonly::18,0.75,7,0.03,22.5,32.0,Set Top-p,within_condition
rnx_eonly,Eonly::19,0.875,8,0.27,8.5,14.0,Set Top-p,within_condition
rnx_eonly,Eonly::20,0.5,9,0.0,47.0,56.0,Set Top-p,within_condition
rnx_eonly,Eonly::21,0.425,0,0.064,55.5,26.0,Set Top-p,within_condition
rnx_eonly,Eonly::22,0.6,1,0.006,39.5,45.0,Set Top-p,within_condition
rnx_eonly,Eonly::23,0.8,2,0.144,19.0,19.0,Set Top-p,within_condition
rnx_eonly,Eonly::24,0.325,3,0.118,59.0,23.0,Set Top-p,within_condition
rnx_eonly,Eonly::25,0.85,4,0.0,12.0,56.0,Set Top-p,within_condition
rnx_eonly,Eonly::26,0.95,5,0.122,1.5,22.0,Set Top-p,within_condition
rnx_eonly,Eonly::27,0.475,6,0.014,51.5,40.5,Set Top-p,within_condition
rnx_eonly,Eonly::28,0.875,7,0.246,8.5,15.0,Set Top-p,within_condition
rnx_eonly,Eonly::29,0.475,8,1.0,51.5,0.5,Set Top-p,within_condition
rnx_eonly,Eonly::30,0.6,9,0.006,39.5,45.0,Set Top-p,within_condition
rnx_eonly,Eonly::31,0.725,0,0.998,26.5,2.0,Set Top-p,within_condition
rnx_eonly,Eonly::32,0.925,1,0.832,3.5,6.0,Set Top-p,within_condition
rnx_eonly,Eonly::33,1.0,2,0.218,0.0,17.0,Set Top-p,within_condition
rnx_eonly,Eonly::34,0.575,3,0.088,42.5,24.0,Set Top-p,within_condition
rnx_eonly,Eonly::35,0.6,4,0.0,39.5,56.0,Set Top-p,within_condition
rnx_eonly,Eonly::36,0.725,5,0.026,26.5,33.0,Set Top-p,within_condition
rnx_eonly,Eonly::37,0.625,6,0.234,35.5,16.0,Set Top-p,within_condition
rnx_eonly,Eonly::38,0.825,7,0.51,15.5,10.0,Set Top-p,within_condition
rnx_eonly,Eonly::39,0.775,8,0.124,21.0,20.5,Set Top-p,within_condition
rnx_eonly,Eonly::40,0.9,9,0.0,5.5,56.0,Set Top-p,within_condition
rnx_eonly,Eonly::41,0.675,0,0.046,31.0,29.5,Set Top-p,within_condition
rnx_eonly,Eonly::42,0.375,1,0.558,58.0,9.0,Set Top-p,within_condition
rnx_eonly,Eonly::43,0.925,2,0.788,3.5,7.0,Set Top-p,within_condition
rnx_eonly,Eonly::44,0.875,3,0.046,8.5,29.5,Set Top-p,within_condition
rnx_eonly,Eonly::45,0.475,4,0.022,51.5,34.5,Set Top-p,within_condition
rnx_eonly,Eonly::46,0.475,5,0.016,51.5,38.5,Set Top-p,within_condition
rnx_eonly,Eonly::47,0.9,6,0.216,5.5,18.0,Set Top-p,within_condition
rnx_eonly,Eonly::48,0.725,7,0.742,26.5,8.0,Set Top-p,within_condition
rnx_eonly,Eonly::49,0.75,8,0.006,22.5,45.0,Set Top-p,within_condition
rnx_eonly,Eonly::50,0.55,9,0.022,44.5,34.5,Set Top-p,within_condition
rnx_eonly,Eonly::51,0.8,0,0.01,19.0,42.0,Set Top-p,within_condition
rnx_eonly,Eonly::52,0.825,1,0.004,15.5,48.0,Set Top-p,within_condition
rnx_eonly,Eonly::53,0.4,2,0.006,57.0,45.0,Set Top-p,within_condition
rnx_eonly,Eonly::54,0.675,3,0.0,31.0,56.0,Set Top-p,within_condition
rnx_eonly,Eonly::55,0.6,4,0.016,39.5,38.5,Set Top-p,within_condition
rnx_eonly,Eonly::56,0.725,5,0.124,26.5,20.5,Set Top-p,within_condition
rnx_eonly,Eonly::57,0.475,6,0.07,51.5,25.0,Set Top-p,within_condition
rnx_eonly,Eonly::58,0.825,7,1.0,15.5,0.5,Set Top-p,within_condition
rnx_eonly,Eonly::59,0.825,8,0.02,15.5,36.0,Set Top-p,within_condition
rnx_eonly,Eonly::60,0.675,9,0.014,31.0,40.5,Set Top-p,within_condition
rnx_eonly,Eonly::01,0.625,0,0.032,35.5,50.0,Ordering,within_condition
rnx_eonly,Eonly::02,0.5,1,0.25,47.0,33.0,Ordering,within_condition
rnx_eonly,Eonly::03,0.625,2,0.162,35.5,40.0,Ordering,within_condition
rnx_eonly,Eonly::04,0.725,3,0.962,26.5,4.0,Ordering,within_condition
rnx_eonly,Eonly::05,0.575,4,0.012,42.5,55.5,Ordering,within_condition
rnx_eonly,Eonly::06,0.725,5,0.736,26.5,10.0,Ordering,within_condition
rnx_eonly,Eonly::07,0.65,6,0.468,33.0,24.0,Ordering,within_condition
rnx_eonly,Eonly::08,0.5,7,0.688,47.0,12.0,Ordering,within_condition
rnx_eonly,Eonly::09,0.95,8,0.258,1.5,32.0,Ordering,within_condition
rnx_eonly,Eonly::10,0.425,9,0.034,55.5,48.0,Ordering,within_condition
rnx_eonly,Eonly::11,0.55,0,0.0,44.5,59.0,Ordering,within_condition
rnx_eonly,Eonly::12,0.85,1,0.062,12.0,44.5,Ordering,within_condition
rnx_eonly,Eonly::13,0.875,2,0.96,8.5,5.0,Ordering,within_condition
rnx_eonly,Eonly::14,0.475,3,0.016,51.5,53.5,Ordering,within_condition
rnx_eonly,Eonly::15,0.85,4,0.062,12.0,44.5,Ordering,within_condition
rnx_eonly,Eonly::16,0.625,5,0.028,35.5,52.0,Ordering,within_condition
rnx_eonly,Eonly::17,0.8,6,0.12,19.0,42.0,Ordering,within_condition
rnx_eonly,Eonly::18,0.75,7,0.164,22.5,39.0,Ordering,within_condition
rnx_eonly,Eonly::19,0.875,8,0.61,8.5,15.0,Ordering,within_condition
rnx_eonly,Eonly::20,0.5,9,0.008,47.0,57.0,Ordering,within_condition
rnx_eonly,Eonly::21,0.425,0,0.378,55.5,27.0,Ordering,within_condition
rnx_eonly,Eonly::22,0.6,1,0.78,39.5,9.0,Ordering,within_condition
rnx_eonly,Eonly::23,0.8,2,0.488,19.0,21.5,Ordering,within_condition
rnx_eonly,Eonly::24,0.325,3,0.324,59.0,29.0,Ordering,within_condition
rnx_eonly,Eonly::25,0.85,4,0.016,12.0,53.5,Ordering,within_condition
rnx_eonly,Eonly::26,0.95,5,0.038,1.5,46.0,Ordering,within_condition
rnx_eonly,Eonly::27,0.475,6,0.012,51.5,55.5,Ordering,within_condition
rnx_eonly,Eonly::28,0.875,7,0.264,8.5,31.0,Ordering,within_condition
rnx_eonly,Eonly::29,0.475,8,1.0,51.5,0.0,Ordering,within_condition
rnx_eonly,Eonly::30,0.6,9,0.206,39.5,35.0,Ordering,within_condition
rnx_eonly,Eonly::31,0.725,0,0.456,26.5,25.5,Ordering,within_condition
rnx_eonly,Eonly::32,0.925,1,0.994,3.5,2.0,Ordering,within_condition
rnx_eonly,Eonly::33,1.0,2,0.582,0.0,16.0,Ordering,within_condition
rnx_eonly,Eonly::34,0.575,3,0.978,42.5,3.0,Ordering,within_condition
rnx_eonly,Eonly::35,0.6,4,0.032,39.5,50.0,Ordering,within_condition
rnx_eonly,Eonly::36,0.725,5,0.152,26.5,41.0,Ordering,within_condition
rnx_eonly,Eonly::37,0.625,6,0.456,35.5,25.5,Ordering,within_condition
rnx_eonly,Eonly::38,0.825,7,0.488,15.5,21.5,Ordering,within_condition
rnx_eonly,Eonly::39,0.775,8,0.174,21.0,37.5,Ordering,within_condition
rnx_eonly,Eonly::40,0.9,9,0.174,5.5,37.5,Ordering,within_condition
rnx_eonly,Eonly::41,0.675,0,0.808,31.0,7.0,Ordering,within_condition
rnx_eonly,Eonly::42,0.375,1,0.548,58.0,17.5,Ordering,within_condition
rnx_eonly,Eonly::43,0.925,2,0.176,3.5,36.0,Ordering,within_condition
rnx_eonly,Eonly::44,0.875,3,0.786,8.5,8.0,Ordering,within_condition
rnx_eonly,Eonly::45,0.475,4,0.072,51.5,43.0,Ordering,within_condition
rnx_eonly,Eonly::46,0.475,5,0.862,51.5,6.0,Ordering,within_condition
rnx_eonly,Eonly::47,0.9,6,0.548,5.5,17.5,Ordering,within_condition
rnx_eonly,Eonly::48,0.725,7,0.642,26.5,13.0,Ordering,within_condition
rnx_eonly,Eonly::49,0.75,8,0.036,22.5,47.0,Ordering,within_condition
rnx_eonly,Eonly::50,0.55,9,0.524,44.5,19.5,Ordering,within_condition
rnx_eonly,Eonly::51,0.8,0,0.996,19.0,1.0,Ordering,within_condition
rnx_eonly,Eonly::52,0.825,1,0.636,15.5,14.0,Ordering,within_condition
rnx_eonly,Eonly::53,0.4,2,0.348,57.0,28.0,Ordering,within_condition
rnx_eonly,Eonly::54,0.675,3,0.322,31.0,30.0,Ordering,within_condition
rnx_eonly,Eonly::55,0.6,4,0.482,39.5,23.0,Ordering,within_condition
rnx_eonly,Eonly::56,0.725,5,0.208,26.5,34.0,Ordering,within_condition
rnx_eonly,Eonly::57,0.475,6,0.524,51.5,19.5,Ordering,within_condition
rnx_eonly,Eonly::58,0.825,7,0.69,15.5,11.0,Ordering,within_condition
rnx_eonly,Eonly::59,0.825,8,0.002,15.5,58.0,Ordering,within_condition
rnx_eonly,Eonly::60,0.675,9,0.032,31.0,50.0,Ordering,within_condition
rnx_eonly,Eonly::01,0.625,0,0.004,35.5,44.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::02,0.5,1,0.016,47.0,29.5,Conjunction Top-K,within_condition
rnx_eonly,Eonly::03,0.625,2,0.036,35.5,24.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::04,0.725,3,0.454,26.5,8.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::05,0.575,4,0.01,42.5,34.5,Conjunction Top-K,within_condition
rnx_eonly,Eonly::06,0.725,5,0.694,26.5,1.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::07,0.65,6,0.082,33.0,19.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::08,0.5,7,0.484,47.0,6.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::09,0.95,8,0.054,1.5,21.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::10,0.425,9,0.012,55.5,32.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::11,0.55,0,0.0,44.5,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::12,0.85,1,0.012,12.0,32.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::13,0.875,2,0.574,8.5,3.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::14,0.475,3,0.006,51.5,41.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::15,0.85,4,0.02,12.0,28.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::16,0.625,5,0.0,35.5,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::17,0.8,6,0.002,19.0,46.5,Conjunction Top-K,within_condition
rnx_eonly,Eonly::18,0.75,7,0.008,22.5,37.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::19,0.875,8,0.556,8.5,4.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::20,0.5,9,0.0,47.0,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::21,0.425,0,0.028,55.5,25.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::22,0.6,1,0.006,39.5,41.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::23,0.8,2,0.022,19.0,27.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::24,0.325,3,0.012,59.0,32.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::25,0.85,4,0.0,12.0,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::26,0.95,5,0.024,1.5,26.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::27,0.475,6,0.0,51.5,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::28,0.875,7,0.238,8.5,10.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::29,0.475,8,1.0,51.5,0.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::30,0.6,9,0.002,39.5,46.5,Conjunction Top-K,within_condition
rnx_eonly,Eonly::31,0.725,0,0.046,26.5,23.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::32,0.925,1,0.144,3.5,15.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::33,1.0,2,0.128,0.0,16.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::34,0.575,3,0.07,42.5,20.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::35,0.6,4,0.0,39.5,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::36,0.725,5,0.006,26.5,41.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::37,0.625,6,0.178,35.5,11.5,Conjunction Top-K,within_condition
rnx_eonly,Eonly::38,0.825,7,0.112,15.5,17.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::39,0.775,8,0.15,21.0,14.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::40,0.9,9,0.0,5.5,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::41,0.675,0,0.01,31.0,34.5,Conjunction Top-K,within_condition
rnx_eonly,Eonly::42,0.375,1,0.292,58.0,9.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::43,0.925,2,0.176,3.5,13.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::44,0.875,3,0.006,8.5,41.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::45,0.475,4,0.006,51.5,41.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::46,0.475,5,0.008,51.5,37.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::47,0.9,6,0.508,5.5,5.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::48,0.725,7,0.474,26.5,7.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::49,0.75,8,0.0,22.5,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::50,0.55,9,0.002,44.5,46.5,Conjunction Top-K,within_condition
rnx_eonly,Eonly::51,0.8,0,0.096,19.0,18.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::52,0.825,1,0.016,15.5,29.5,Conjunction Top-K,within_condition
rnx_eonly,Eonly::53,0.4,2,0.0,57.0,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::54,0.675,3,0.0,31.0,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::55,0.6,4,0.0,39.5,54.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::56,0.725,5,0.048,26.5,22.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::57,0.475,6,0.178,51.5,11.5,Conjunction Top-K,within_condition
rnx_eonly,Eonly::58,0.825,7,0.69,15.5,2.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::59,0.825,8,0.002,15.5,46.5,Conjunction Top-K,within_condition
rnx_eonly,Eonly::60,0.675,9,0.008,31.0,37.0,Conjunction Top-K,within_condition
rnx_eonly,Eonly::01,0.625,0,0.002,35.5,49.5,Conjunction Top-p,within_condition
rnx_eonly,Eonly::02,0.5,1,0.188,47.0,14.5,Conjunction Top-p,within_condition
rnx_eonly,Eonly::03,0.625,2,0.162,35.5,18.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::04,0.725,3,0.364,26.5,10.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::05,0.575,4,0.01,42.5,39.5,Conjunction Top-p,within_condition
rnx_eonly,Eonly::06,0.725,5,0.73,26.5,3.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::07,0.65,6,0.048,33.0,26.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::08,0.5,7,0.678,47.0,5.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::09,0.95,8,0.0,1.5,56.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::10,0.425,9,0.03,55.5,30.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::11,0.55,0,0.0,44.5,56.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::12,0.85,1,0.002,12.0,49.5,Conjunction Top-p,within_condition
rnx_eonly,Eonly::13,0.875,2,0.908,8.5,1.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::14,0.475,3,0.006,51.5,43.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::15,0.85,4,0.026,12.0,31.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::16,0.625,5,0.002,35.5,49.5,Conjunction Top-p,within_condition
rnx_eonly,Eonly::17,0.8,6,0.002,19.0,49.5,Conjunction Top-p,within_condition
rnx_eonly,Eonly::18,0.75,7,0.024,22.5,32.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::19,0.875,8,0.246,8.5,11.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::20,0.5,9,0.0,47.0,56.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::21,0.425,0,0.064,55.5,25.0,Conjunction Top-p,within_condition
rnx_eonly,Eonly::22,0.6,1,0.006,39.5,43.0,Conjunction Top-p,within_condition
